event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),total_revenue_before_promo,total_revenue_after_promo,Incremental revenue,Incremental Sold Quantity Percent
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,1045,825,-220,-21.05263158
1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,315620,516860,201240,63.76021798
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,152440,597550,445110,291.9902913
e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,301860,452360,150500,49.85754986
1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,32680,53836,21156,64.73684211
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,24480,81600,57120,233.3333333
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,2000,1650,-350,-17.5
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,53196,51012,-2184,-4.105571848
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,5830,5555,-275,-4.716981132
13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,44032,61576,17544,39.84375
77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,47644,66564,18920,39.71119134
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,5320,5890,570,10.71428571
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,288960,496220,207260,71.72619048
3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,55930,218960,163030,291.4893617
0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,510840,704340,193500,37.87878788
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,6490,7590,1100,16.94915254
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,2000,1650,-350,-17.5
9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,945000,2928000,1983000,209.8412698
b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,9310,12920,3610,38.7755102
90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,152440,597550,445110,291.9902913
72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,109040,104400,-4640,-4.255319149
d552e3,STMDU-3,CAMP_SAN_01,P12,62,50% OFF,45,53,2790,3286,496,17.77777778
74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,25550,98700,73150,286.3013699
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,3080,2970,-110,-3.571428571
b838cd,STTRV-1,CAMP_DIW_01,P01,172,33% OFF,147,214,25284,36808,11524,45.57823129
191614,STMYS-3,CAMP_DIW_01,P10,65,50% OFF,103,109,6695,7085,390,5.825242718
15265d,STCHE-5,CAMP_SAN_01,P12,62,50% OFF,58,65,3596,4030,434,12.06896552
166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,29068,35432,6364,21.89349112
18f69b,STMLR-2,CAMP_DIW_01,P10,65,50% OFF,61,68,3965,4420,455,11.47540984
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,393020,471280,78260,19.91247265
f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,73950,56840,-17110,-23.1372549
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,23655,18260,-5395,-22.80701754
d0356d,STCHE-0,CAMP_DIW_01,P08,1190,BOGOF,45,152,53550,180880,127330,237.7777778
262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,16450,56350,39900,242.5531915
0953d7,STVSK-1,CAMP_SAN_01,P02,860,33% OFF,387,530,332820,455800,122980,36.95090439
d2a08d,STCHE-5,CAMP_DIW_01,P10,65,50% OFF,141,157,9165,10205,1040,11.34751773
d33904,STMYS-3,CAMP_DIW_01,P07,300,BOGOF,59,233,17700,69900,52200,294.9152542
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,3520,3190,-330,-9.375
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,7410,10450,3040,41.02564103
2384f8,STMYS-0,CAMP_DIW_01,P09,110,50% OFF,70,87,7700,9570,1870,24.28571429
14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,73080,56840,-16240,-22.22222222
89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,14700,44800,30100,204.7619048
61f82c,STBLR-5,CAMP_DIW_01,P11,190,50% OFF,63,81,11970,15390,3420,28.57142857
bcad3c,STMDU-0,CAMP_DIW_01,P01,172,33% OFF,201,305,34572,52460,17888,51.74129353
2749b0,STCHE-5,CAMP_SAN_01,P11,190,50% OFF,34,39,6460,7410,950,14.70588235
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,51000,201800,150800,295.6862745
93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,60840,48048,-12792,-21.02564103
339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,6985,5995,-990,-14.17322835
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,1320,1045,-275,-20.83333333
4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,6050,4730,-1320,-21.81818182
60170c,STHYD-4,CAMP_DIW_01,P08,1190,BOGOF,63,208,74970,247520,172550,230.1587302
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,11205,9130,-2075,-18.51851852
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,36808,45924,9116,24.76635514
96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,307880,461820,153940,50
6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,58290,50460,-7830,-13.43283582
0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,46956,41184,-5772,-12.2923588
fcee36,STMYS-0,CAMP_SAN_01,P12,62,50% OFF,66,92,4092,5704,1612,39.39393939
58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,41300,159250,117950,285.5932203
4a5884,STHYD-0,CAMP_SAN_01,P12,62,50% OFF,57,90,3534,5580,2046,57.89473684
e7769b,STHYD-5,CAMP_DIW_01,P15,3000,500 Cashback,357,1046,1071000,3138000,2067000,192.9971989
27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,38180,33615,-4565,-11.95652174
f35446,STTRV-0,CAMP_DIW_01,P09,110,50% OFF,33,43,3630,4730,1100,30.3030303
4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,BOGOF,49,186,58310,221340,163030,279.5918367
9413a7,STHYD-3,CAMP_DIW_01,P11,190,50% OFF,80,124,15200,23560,8360,55
b97dfe,STBLR-2,CAMP_DIW_01,P07,300,BOGOF,56,196,16800,58800,42000,250
950a84,STBLR-9,CAMP_SAN_01,P11,190,50% OFF,52,73,9880,13870,3990,40.38461538
686a37,STBLR-0,CAMP_SAN_01,P14,1020,BOGOF,85,350,86700,357000,270300,311.7647059
f0500d,STCHE-6,CAMP_DIW_01,P09,110,50% OFF,66,82,7260,9020,1760,24.24242424
c16abb,STCHE-7,CAMP_SAN_01,P08,1190,BOGOF,42,186,49980,221340,171360,342.8571429
581ca5,STMDU-0,CAMP_SAN_01,P13,350,BOGOF,90,371,31500,129850,98350,312.2222222
36968d,STMDU-1,CAMP_SAN_01,P02,860,33% OFF,289,404,248540,347440,98900,39.79238754
f8a417,STCBE-4,CAMP_SAN_01,P12,62,50% OFF,37,53,2294,3286,992,43.24324324
400cab,STCHE-4,CAMP_SAN_01,P02,860,33% OFF,642,918,552120,789480,237360,42.99065421
ef7122,STMLR-1,CAMP_DIW_01,P15,3000,500 Cashback,211,614,633000,1842000,1209000,190.9952607
66b476,STBLR-6,CAMP_DIW_01,P10,65,50% OFF,103,160,6695,10400,3705,55.33980583
5bbf38,STBLR-0,CAMP_DIW_01,P09,110,50% OFF,78,104,8580,11440,2860,33.33333333
e67501,STVSK-4,CAMP_SAN_01,P13,350,BOGOF,85,215,29750,75250,45500,152.9411765
3.14E+36,STCBE-4,CAMP_DIW_01,P04,290,25% OFF,252,226,73080,65540,-7540,-10.31746032
98d4e3,STMLR-2,CAMP_SAN_01,P13,350,BOGOF,70,281,24500,98350,73850,301.4285714
60229b,STCBE-3,CAMP_DIW_01,P01,172,33% OFF,241,404,41452,69488,28036,67.63485477
35a25f,STBLR-9,CAMP_DIW_01,P11,190,50% OFF,75,98,14250,18620,4370,30.66666667
4cf56a,STBLR-9,CAMP_DIW_01,P04,290,25% OFF,311,304,90190,88160,-2030,-2.250803859
4d3722,STMLR-0,CAMP_DIW_01,P04,290,25% OFF,175,150,50750,43500,-7250,-14.28571429
5e59a1,STTRV-0,CAMP_SAN_01,P05,55,25% OFF,12,11,660,605,-55,-8.333333333
0f8686,STVSK-0,CAMP_SAN_01,P07,300,BOGOF,24,92,7200,27600,20400,283.3333333
c092d4,STBLR-4,CAMP_DIW_01,P07,300,BOGOF,70,243,21000,72900,51900,247.1428571
24541f,STBLR-1,CAMP_SAN_01,P13,350,BOGOF,111,290,38850,101500,62650,161.2612613
8.31E+08,STCBE-2,CAMP_DIW_01,P08,1190,BOGOF,33,129,39270,153510,114240,290.9090909
ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25% OFF,25,22,10375,9130,-1245,-12
2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,25% OFF,22,18,1100,900,-200,-18.18181818
dafaa4,STVJD-1,CAMP_SAN_01,P05,55,25% OFF,13,9,715,495,-220,-30.76923077
4f757f,STMYS-1,CAMP_SAN_01,P13,350,BOGOF,129,540,45150,189000,143850,318.6046512
0894b7,STCHE-3,CAMP_SAN_01,P08,1190,BOGOF,46,203,54740,241570,186830,341.3043478
a80b87,STVSK-0,CAMP_DIW_01,P11,190,50% OFF,49,76,9310,14440,5130,55.10204082
3f9b4d,STHYD-5,CAMP_SAN_01,P09,90,25% OFF,66,62,5940,5580,-360,-6.060606061
6ed2f5,STBLR-4,CAMP_DIW_01,P13,350,BOGOF,84,285,29400,99750,70350,239.2857143
1.53E+07,STCHE-7,CAMP_SAN_01,P12,62,50% OFF,67,95,4154,5890,1736,41.79104478
855f49,STBLR-3,CAMP_SAN_01,P04,370,BOGOF,481,1890,177970,699300,521330,292.9313929
4a8c38,STCHE-0,CAMP_SAN_01,P04,370,BOGOF,469,1861,173530,688570,515040,296.8017058
1a1a02,STBLR-0,CAMP_SAN_01,P04,370,BOGOF,465,2064,172050,763680,591630,343.8709677
1a4a61,STCHE-1,CAMP_SAN_01,P06,415,25% OFF,36,29,14940,12035,-2905,-19.44444444
aeed36,STBLR-6,CAMP_SAN_01,P12,62,50% OFF,54,83,3348,5146,1798,53.7037037
e23132,STVJD-0,CAMP_DIW_01,P08,1190,BOGOF,26,86,30940,102340,71400,230.7692308
d76198,STCHE-4,CAMP_DIW_01,P08,1190,BOGOF,54,213,64260,253470,189210,294.4444444
0ae76a,STMLR-1,CAMP_SAN_01,P11,190,50% OFF,21,30,3990,5700,1710,42.85714286
ce39e4,STMLR-1,CAMP_DIW_01,P13,350,BOGOF,42,145,14700,50750,36050,245.2380952
8869,STCBE-4,CAMP_SAN_01,P13,350,BOGOF,75,200,26250,70000,43750,166.6666667
fcf54a,STCHE-7,CAMP_DIW_01,P04,290,25% OFF,348,334,100920,96860,-4060,-4.022988506
0b9826,STHYD-6,CAMP_DIW_01,P11,190,50% OFF,57,71,10830,13490,2660,24.56140351
fbab9b,STMYS-1,CAMP_DIW_01,P01,172,33% OFF,334,591,57448,101652,44204,76.94610778
e2c229,STTRV-1,CAMP_SAN_01,P15,3000,500 Cashback,54,125,162000,375000,213000,131.4814815
2e48c4,STVSK-0,CAMP_DIW_01,P09,110,50% OFF,50,76,5500,8360,2860,52
171bbb,STTRV-0,CAMP_SAN_01,P15,3000,500 Cashback,79,171,237000,513000,276000,116.4556962
ace471,STMDU-0,CAMP_SAN_01,P04,370,BOGOF,273,1201,101010,444370,343360,339.9267399
a26e60,STTRV-1,CAMP_DIW_01,P13,350,BOGOF,36,122,12600,42700,30100,238.8888889
cb43c4,STCHE-0,CAMP_SAN_01,P14,1020,BOGOF,106,424,108120,432480,324360,300
ba72b1,STMDU-1,CAMP_SAN_01,P05,55,25% OFF,15,12,825,660,-165,-20
e89f85,STCBE-1,CAMP_SAN_01,P05,55,25% OFF,25,18,1375,990,-385,-28
c95efb,STBLR-7,CAMP_DIW_01,P15,3000,500 Cashback,416,1389,1248000,4167000,2919000,233.8942308
dec49d,STMDU-2,CAMP_SAN_01,P05,55,25% OFF,21,17,1155,935,-220,-19.04761905
a5800c,STMYS-3,CAMP_SAN_01,P12,62,50% OFF,60,67,3720,4154,434,11.66666667
5d5637,STCHE-0,CAMP_DIW_01,P09,110,50% OFF,94,119,10340,13090,2750,26.59574468
f9d2c6,STBLR-9,CAMP_SAN_01,P14,1020,BOGOF,111,429,113220,437580,324360,286.4864865
0ee55a,STHYD-5,CAMP_DIW_01,P06,415,25% OFF,82,80,34030,33200,-830,-2.43902439
1192bc,STCBE-4,CAMP_DIW_01,P11,190,50% OFF,59,79,11210,15010,3800,33.89830508
be65d7,STTRV-0,CAMP_DIW_01,P12,62,50% OFF,54,68,3348,4216,868,25.92592593
6bb477,STHYD-1,CAMP_DIW_01,P04,290,25% OFF,318,276,92220,80040,-12180,-13.20754717
a2d32f,STVSK-3,CAMP_SAN_01,P09,90,25% OFF,39,31,3510,2790,-720,-20.51282051
5f29e7,STMLR-1,CAMP_DIW_01,P12,62,50% OFF,71,90,4402,5580,1178,26.76056338
802dfa,STBLR-3,CAMP_SAN_01,P07,300,BOGOF,54,217,16200,65100,48900,301.8518519
0b38d9,STMYS-3,CAMP_DIW_01,P08,1190,BOGOF,29,115,34510,136850,102340,296.5517241
f013a9,STMYS-2,CAMP_SAN_01,P14,1020,BOGOF,105,276,107100,281520,174420,162.8571429
ea916f,STTRV-0,CAMP_SAN_01,P10,50,25% OFF,18,16,900,800,-100,-11.11111111
2.70E+61,STHYD-1,CAMP_DIW_01,P05,55,25% OFF,110,96,6050,5280,-770,-12.72727273
bd3f78,STHYD-0,CAMP_DIW_01,P11,190,50% OFF,68,104,12920,19760,6840,52.94117647
feadc3,STCBE-0,CAMP_SAN_01,P05,55,25% OFF,21,19,1155,1045,-110,-9.523809524
f41256,STMLR-1,CAMP_SAN_01,P15,3000,500 Cashback,58,128,174000,384000,210000,120.6896552
f25735,STBLR-3,CAMP_DIW_01,P09,110,50% OFF,66,85,7260,9350,2090,28.78787879
5729c0,STMYS-2,CAMP_SAN_01,P04,370,BOGOF,240,636,88800,235320,146520,165
cf4f71,STHYD-0,CAMP_SAN_01,P01,172,33% OFF,250,382,43000,65704,22704,52.8
60ba75,STVJD-0,CAMP_SAN_01,P13,350,BOGOF,60,234,21000,81900,60900,290
6bce12,STMYS-0,CAMP_SAN_01,P07,300,BOGOF,46,120,13800,36000,22200,160.8695652
25902,STMYS-2,CAMP_DIW_01,P11,190,50% OFF,70,93,13300,17670,4370,32.85714286
1dd472,STMLR-1,CAMP_SAN_01,P04,370,BOGOF,220,886,81400,327820,246420,302.7272727
f94f2f,STTRV-1,CAMP_DIW_01,P08,1190,BOGOF,28,92,33320,109480,76160,228.5714286
802b3c,STBLR-1,CAMP_DIW_01,P15,3000,500 Cashback,369,1007,1107000,3021000,1914000,172.899729
4aa7ef,STHYD-1,CAMP_DIW_01,P07,300,BOGOF,59,176,17700,52800,35100,198.3050847
4e0e90,STVSK-2,CAMP_DIW_01,P12,62,50% OFF,80,124,4960,7688,2728,55
9155d1,STTRV-1,CAMP_DIW_01,P11,190,50% OFF,33,43,6270,8170,1900,30.3030303
f1421a,STMDU-2,CAMP_SAN_01,P09,90,25% OFF,49,39,4410,3510,-900,-20.40816327
fb29d7,STMYS-3,CAMP_SAN_01,P06,415,25% OFF,28,23,11620,9545,-2075,-17.85714286
18c9f4,STBLR-1,CAMP_DIW_01,P03,156,25% OFF,385,369,60060,57564,-2496,-4.155844156
2abe5e,STCHE-6,CAMP_SAN_01,P06,415,25% OFF,40,28,16600,11620,-4980,-30
4a77da,STMLR-0,CAMP_SAN_01,P02,860,33% OFF,243,332,208980,285520,76540,36.6255144
d46611,STMLR-2,CAMP_DIW_01,P05,55,25% OFF,47,40,2585,2200,-385,-14.89361702
30b66a,STBLR-7,CAMP_DIW_01,P11,190,50% OFF,84,131,15960,24890,8930,55.95238095
e0a83a,STBLR-8,CAMP_DIW_01,P07,300,BOGOF,63,221,18900,66300,47400,250.7936508
e78335,STMDU-1,CAMP_DIW_01,P03,156,25% OFF,281,244,43836,38064,-5772,-13.16725979
a16acc,STBLR-4,CAMP_SAN_01,P11,190,50% OFF,43,59,8170,11210,3040,37.20930233
250dee,STCHE-0,CAMP_SAN_01,P01,172,33% OFF,237,341,40764,58652,17888,43.88185654
62769f,STMDU-3,CAMP_SAN_01,P05,55,25% OFF,16,12,880,660,-220,-25
8d7458,STCBE-1,CAMP_DIW_01,P12,62,50% OFF,98,109,6076,6758,682,11.2244898
6bf19b,STTRV-1,CAMP_DIW_01,P04,290,25% OFF,169,160,49010,46400,-2610,-5.325443787
10a8b7,STMYS-2,CAMP_SAN_01,P12,62,50% OFF,61,87,3782,5394,1612,42.62295082
bcffbb,STCBE-0,CAMP_DIW_01,P11,190,50% OFF,36,56,6840,10640,3800,55.55555556
bea96f,STVSK-2,CAMP_SAN_01,P14,1020,BOGOF,64,250,65280,255000,189720,290.625
ebd35e,STBLR-8,CAMP_DIW_01,P04,290,25% OFF,323,251,93670,72790,-20880,-22.29102167
b7f012,STMYS-2,CAMP_SAN_01,P15,3000,500 Cashback,118,208,354000,624000,270000,76.27118644
b79118,STVSK-3,CAMP_DIW_01,P04,290,25% OFF,236,210,68440,60900,-7540,-11.01694915
657a95,STCHE-4,CAMP_DIW_01,P12,62,50% OFF,126,168,7812,10416,2604,33.33333333
f41ca1,STCBE-2,CAMP_DIW_01,P07,300,BOGOF,42,166,12600,49800,37200,295.2380952
4d8607,STCHE-0,CAMP_DIW_01,P03,156,25% OFF,323,293,50388,45708,-4680,-9.287925697
ffcda1,STVJD-0,CAMP_DIW_01,P11,190,50% OFF,42,55,7980,10450,2470,30.95238095
c6e3ae,STCHE-0,CAMP_SAN_01,P13,350,BOGOF,117,457,40950,159950,119000,290.5982906
a9d059,STCHE-7,CAMP_DIW_01,P14,1020,BOGOF,50,202,51000,206040,155040,304
f21f4c,STVSK-3,CAMP_DIW_01,P09,110,50% OFF,50,58,5500,6380,880,16
de0a50,STCHE-7,CAMP_SAN_01,P05,55,25% OFF,28,26,1540,1430,-110,-7.142857143
eae38f,STVJD-1,CAMP_SAN_01,P13,350,BOGOF,73,286,25550,100100,74550,291.7808219
1c7c7f,STBLR-8,CAMP_DIW_01,P14,1020,BOGOF,52,178,53040,181560,128520,242.3076923
7f6f08,STBLR-7,CAMP_SAN_01,P05,55,25% OFF,24,20,1320,1100,-220,-16.66666667
f63299,STVSK-0,CAMP_DIW_01,P02,860,33% OFF,301,526,258860,452360,193500,74.75083056
cfeac1,STHYD-6,CAMP_SAN_01,P14,1020,BOGOF,100,396,102000,403920,301920,296
15b3a7,STMYS-3,CAMP_DIW_01,P05,55,25% OFF,94,84,5170,4620,-550,-10.63829787
8e6e77,STBLR-0,CAMP_SAN_01,P08,1190,BOGOF,37,156,44030,185640,141610,321.6216216
fc2f67,STBLR-5,CAMP_SAN_01,P06,415,25% OFF,34,27,14110,11205,-2905,-20.58823529
ac6273,STHYD-2,CAMP_DIW_01,P01,172,33% OFF,281,435,48332,74820,26488,54.80427046
e5804e,STHYD-0,CAMP_DIW_01,P01,172,33% OFF,316,521,54352,89612,35260,64.87341772
32b8a7,STBLR-2,CAMP_DIW_01,P03,156,25% OFF,378,343,58968,53508,-5460,-9.259259259
3f2255,STBLR-3,CAMP_DIW_01,P02,860,33% OFF,381,563,327660,484180,156520,47.76902887
75f9b8,STCHE-4,CAMP_SAN_01,P06,415,25% OFF,27,22,11205,9130,-2075,-18.51851852
df380c,STBLR-5,CAMP_SAN_01,P05,55,25% OFF,25,21,1375,1155,-220,-16
3a1cad,STMDU-3,CAMP_DIW_01,P12,62,50% OFF,87,93,5394,5766,372,6.896551724
d730ac,STCHE-0,CAMP_SAN_01,P06,415,25% OFF,31,26,12865,10790,-2075,-16.12903226
8aa62d,STCHE-2,CAMP_SAN_01,P12,62,50% OFF,67,74,4154,4588,434,10.44776119
fd788c,STVSK-1,CAMP_DIW_01,P11,190,50% OFF,43,58,8170,11020,2850,34.88372093
fb9e95,STBLR-5,CAMP_DIW_01,P12,62,50% OFF,141,179,8742,11098,2356,26.95035461
cefb49,STMYS-3,CAMP_DIW_01,P02,860,33% OFF,322,386,276920,331960,55040,19.8757764
f0365e,STCHE-2,CAMP_DIW_01,P09,110,50% OFF,85,90,9350,9900,550,5.882352941
1809f2,STVSK-4,CAMP_SAN_01,P06,415,25% OFF,22,15,9130,6225,-2905,-31.81818182
2e3594,STMDU-0,CAMP_DIW_01,P13,350,BOGOF,61,237,21350,82950,61600,288.5245902
e0ef00,STBLR-9,CAMP_SAN_01,P03,200,BOGOF,309,1226,61800,245200,183400,296.763754
46917a,STVSK-3,CAMP_DIW_01,P12,62,50% OFF,105,115,6510,7130,620,9.523809524
63a2d2,STCHE-3,CAMP_DIW_01,P08,1190,BOGOF,47,186,55930,221340,165410,295.7446809
6ae178,STCHE-7,CAMP_SAN_01,P10,50,25% OFF,30,28,1500,1400,-100,-6.666666667
367e8d,STCBE-2,CAMP_SAN_01,P07,300,BOGOF,30,123,9000,36900,27900,310
0a3c5c,STMDU-1,CAMP_DIW_01,P13,350,BOGOF,47,163,16450,57050,40600,246.8085106
d1bfe5,STMDU-2,CAMP_DIW_01,P02,860,33% OFF,301,385,258860,331100,72240,27.90697674
9faad8,STHYD-0,CAMP_SAN_01,P09,90,25% OFF,54,44,4860,3960,-900,-18.51851852
5947fb,STBLR-9,CAMP_SAN_01,P15,3000,500 Cashback,118,251,354000,753000,399000,112.7118644
e7f270,STVSK-0,CAMP_SAN_01,P01,172,33% OFF,211,322,36292,55384,19092,52.60663507
06749d,STMDU-2,CAMP_DIW_01,P09,110,50% OFF,47,54,5170,5940,770,14.89361702
eb4f04,STMLR-0,CAMP_SAN_01,P15,3000,500 Cashback,54,89,162000,267000,105000,64.81481481
ff9fa7,STBLR-9,CAMP_SAN_01,P06,415,25% OFF,43,40,17845,16600,-1245,-6.976744186
669d35,STCHE-1,CAMP_DIW_01,P12,62,50% OFF,108,124,6696,7688,992,14.81481481
546cc3,STHYD-3,CAMP_SAN_01,P01,172,33% OFF,312,483,53664,83076,29412,54.80769231
e7bb4f,STMDU-2,CAMP_DIW_01,P13,350,BOGOF,45,148,15750,51800,36050,228.8888889
c4006c,STCBE-3,CAMP_DIW_01,P15,3000,500 Cashback,243,724,729000,2172000,1443000,197.9423868
8e1636,STBLR-4,CAMP_SAN_01,P15,3000,500 Cashback,109,249,327000,747000,420000,128.440367
284539,STCHE-3,CAMP_SAN_01,P03,200,BOGOF,384,1678,76800,335600,258800,336.9791667
84aa9b,STCHE-0,CAMP_SAN_01,P02,860,33% OFF,424,580,364640,498800,134160,36.79245283
fe1a8b,STBLR-8,CAMP_SAN_01,P15,3000,500 Cashback,126,278,378000,834000,456000,120.6349206
440bd9,STBLR-0,CAMP_SAN_01,P13,350,BOGOF,129,528,45150,184800,139650,309.3023256
63ef11,STCBE-4,CAMP_SAN_01,P09,90,25% OFF,46,38,4140,3420,-720,-17.39130435
0312a8,STCHE-7,CAMP_DIW_01,P15,3000,500 Cashback,393,1375,1179000,4125000,2946000,249.8727735
4b8e08,STHYD-1,CAMP_SAN_01,P11,190,50% OFF,37,41,7030,7790,760,10.81081081
b94bda,STMYS-0,CAMP_DIW_01,P13,350,BOGOF,56,168,19600,58800,39200,200
0c0339,STHYD-2,CAMP_DIW_01,P07,300,BOGOF,64,211,19200,63300,44100,229.6875
c5176d,STCBE-2,CAMP_SAN_01,P01,172,33% OFF,196,307,33712,52804,19092,56.63265306
b5b0f5,STCBE-0,CAMP_SAN_01,P02,860,33% OFF,399,586,343140,503960,160820,46.86716792
66f526,STVJD-0,CAMP_SAN_01,P10,50,25% OFF,18,16,900,800,-100,-11.11111111
3153d6,STCBE-4,CAMP_SAN_01,P02,860,33% OFF,396,558,340560,479880,139320,40.90909091
a3caaa,STCHE-0,CAMP_DIW_01,P10,65,50% OFF,126,167,8190,10855,2665,32.53968254
2c7cc7,STBLR-1,CAMP_SAN_01,P10,50,25% OFF,28,24,1400,1200,-200,-14.28571429
bed694,STTRV-1,CAMP_SAN_01,P10,50,25% OFF,15,14,750,700,-50,-6.666666667
817b4f,STCHE-5,CAMP_DIW_01,P11,190,50% OFF,78,92,14820,17480,2660,17.94871795
d0daaa,STMDU-1,CAMP_SAN_01,P14,1020,BOGOF,63,244,64260,248880,184620,287.3015873
bb974d,STBLR-2,CAMP_SAN_01,P03,200,BOGOF,307,1200,61400,240000,178600,290.8794788
e025ee,STVSK-1,CAMP_SAN_01,P07,300,BOGOF,27,107,8100,32100,24000,296.2962963
0f5588,STMYS-3,CAMP_DIW_01,P03,156,25% OFF,378,332,58968,51792,-7176,-12.16931217
2e0950,STBLR-0,CAMP_DIW_01,P05,55,25% OFF,133,114,7315,6270,-1045,-14.28571429
62e500,STCHE-7,CAMP_DIW_01,P01,172,33% OFF,346,505,59512,86860,27348,45.95375723
37cb7c,STCHE-0,CAMP_DIW_01,P13,350,BOGOF,61,203,21350,71050,49700,232.7868852
543c36,STHYD-4,CAMP_SAN_01,P07,300,BOGOF,58,225,17400,67500,50100,287.9310345
d41d53,STCHE-5,CAMP_DIW_01,P01,172,33% OFF,334,424,57448,72928,15480,26.94610778
5f65df,STCHE-2,CAMP_SAN_01,P13,350,BOGOF,105,423,36750,148050,111300,302.8571429
9acfa3,STCHE-0,CAMP_DIW_01,P12,62,50% OFF,115,154,7130,9548,2418,33.91304348
f94d7b,STMDU-2,CAMP_SAN_01,P13,350,BOGOF,96,377,33600,131950,98350,292.7083333
75f30e,STCHE-2,CAMP_SAN_01,P15,3000,500 Cashback,117,251,351000,753000,402000,114.5299145
b6b840,STCBE-1,CAMP_DIW_01,P02,860,33% OFF,244,312,209840,268320,58480,27.86885246
7b49ce,STVJD-1,CAMP_DIW_01,P15,3000,500 Cashback,224,685,672000,2055000,1383000,205.8035714
a107c4,STVJD-0,CAMP_SAN_01,P05,55,25% OFF,16,14,880,770,-110,-12.5
4858ab,STBLR-7,CAMP_SAN_01,P14,1020,BOGOF,124,514,126480,524280,397800,314.516129
00a7c3,STTRV-1,CAMP_SAN_01,P02,860,33% OFF,231,314,198660,270040,71380,35.93073593
fe68f2,STBLR-2,CAMP_SAN_01,P01,172,33% OFF,304,428,52288,73616,21328,40.78947368
c8e17c,STMLR-1,CAMP_DIW_01,P02,860,33% OFF,166,252,142760,216720,73960,51.80722892
8376c6,STHYD-5,CAMP_SAN_01,P01,172,33% OFF,336,467,57792,80324,22532,38.98809524
bf49bf,STCHE-4,CAMP_SAN_01,P14,1020,BOGOF,111,473,113220,482460,369240,326.1261261
aa54a7,STHYD-1,CAMP_DIW_01,P13,350,BOGOF,91,281,31850,98350,66500,208.7912088
4aa530,STMYS-0,CAMP_DIW_01,P02,860,33% OFF,465,674,399900,579640,179740,44.94623656
